City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Pandharpur,IN,2021-06-05 13:54:15,17.6667,75.3333,84.83,60,87,8.79
274,Yarada,IN,2021-06-05 13:54:16,17.65,83.2667,88.12,70,20,13.42
275,Fortuna,US,2021-06-05 13:54:16,40.5982,-124.1573,52.2,61,1,8.05
276,Nouadhibou,MR,2021-06-05 13:54:16,20.931,-17.0347,85.98,28,55,26.46
277,Lompoc,US,2021-06-05 13:49:43,34.6391,-120.4579,56.57,82,90,4.0
278,Krasnoshchekovo,RU,2021-06-05 13:54:17,51.6708,82.7289,52.5,68,52,4.41
279,Santo Tomas,PH,2021-06-05 13:54:17,14.1079,121.1414,84.58,86,8,3.33
280,Ambovombe,MG,2021-06-05 13:54:17,-25.1667,46.0833,66.33,84,97,12.5
281,Talnakh,RU,2021-06-05 13:54:18,69.4865,88.3972,29.61,91,97,3.94
282,Rio Grande,BR,2021-06-05 13:54:18,-32.035,-52.0986,80.71,61,0,11.79
283,Sitka,US,2021-06-05 13:54:18,57.0531,-135.33,48.54,88,100,1.1
284,Upernavik,GL,2021-06-05 13:54:19,72.7868,-56.1549,37.67,79,71,3.42
285,Half Moon Bay,US,2021-06-05 13:54:19,37.4636,-122.4286,57.16,83,75,1.01
286,Port-Gentil,GA,2021-06-05 13:54:19,-0.7193,8.7815,84.16,74,75,13.8
287,Juegang,CN,2021-06-05 13:54:19,32.3174,121.1855,72.79,62,1,13.02
288,Tautira,PF,2021-06-05 13:54:20,-17.7333,-149.15,78.82,76,85,9.84
289,Sept-Iles,CA,2021-06-05 13:53:44,50.2001,-66.3821,50.43,93,90,5.99
290,Kaseda,JP,2021-06-05 13:54:20,31.4167,130.3167,63.36,89,100,8.99
291,Pangnirtung,CA,2021-06-05 13:54:21,66.1451,-65.7125,36.09,84,45,3.13
292,Kieta,PG,2021-06-05 13:54:21,-6.2167,155.6333,78.6,84,19,5.12
293,Batagay,RU,2021-06-05 13:54:21,67.6333,134.6333,59.76,72,97,8.21
294,Porto Velho,BR,2021-06-05 13:50:16,-8.7619,-63.9039,82.45,74,0,3.44
295,Bonfim,BR,2021-06-05 13:54:22,3.0833,-59.95,84.36,67,6,4.83
296,Moche,PE,2021-06-05 13:54:22,-8.1711,-79.0092,66.38,88,90,4.32
